POST_CODE,MUNICIPALITY,CITY_SHIRE,SUBURB_GROUP,POST_CODE,Education_Sector,School_Name,School_Type,Longitude,Latitude,SUBURB_NAMES
2544,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Theresa's School,Primary,144.8202,-37.78219,"Albion, Sunshine, Sunshine North, Sunshine West"
2545,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Paul's School,Primary,144.80752,-37.78753,"Albion, Sunshine, Sunshine North, Sunshine West"
2546,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Bernadette's School,Primary,144.83528,-37.77116,"Albion, Sunshine, Sunshine North, Sunshine West"
2547,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,Marian College,Secondary,144.80613,-37.78773,"Albion, Sunshine, Sunshine North, Sunshine West"
2548,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Peter's School,Primary,144.81962,-37.80028,"Albion, Sunshine, Sunshine North, Sunshine West"
2549,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Independent,Sunshine Christian School,Primary,144.83586,-37.7684,"Albion, Sunshine, Sunshine North, Sunshine West"
2550,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Primary School,Primary,144.8311,-37.79088,"Albion, Sunshine, Sunshine North, Sunshine West"
2551,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Albion Primary School,Primary,144.81975,-37.77808,"Albion, Sunshine, Sunshine North, Sunshine West"
2552,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Heights Primary School,Primary,144.81816,-37.79222,"Albion, Sunshine, Sunshine North, Sunshine West"
2553,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine North Primary School,Primary,144.83719,-37.77201,"Albion, Sunshine, Sunshine North, Sunshine West"
2554,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Albion North Primary School,Primary,144.82304,-37.76212,"Albion, Sunshine, Sunshine North, Sunshine West"
2555,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Glengala Primary School,Primary,144.81407,-37.79899,"Albion, Sunshine, Sunshine North, Sunshine West"
2556,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Ardeer South Primary School,Primary,144.799,-37.7884,"Albion, Sunshine, Sunshine North, Sunshine West"
2557,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Furlong Park School For Deaf Children,Special,144.8271,-37.76144,"Albion, Sunshine, Sunshine North, Sunshine West"
2558,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Special Developmental School,Special,144.81989,-37.80343,"Albion, Sunshine, Sunshine North, Sunshine West"
2559,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Harvester Primary School,Primary,144.84569,-37.78293,"Albion, Sunshine, Sunshine North, Sunshine West"
2560,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine College,Secondary,144.81382,-37.79316,"Albion, Sunshine, Sunshine North, Sunshine West"
2561,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,Our Lady of the Immaculate Conception School,Primary,144.83556,-37.78945,"Albion, Sunshine, Sunshine North, Sunshine West"
2562,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Theresa's School,Primary,144.8202,-37.78219,"Albion, Sunshine, Sunshine North, Sunshine West"
2563,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Paul's School,Primary,144.80752,-37.78753,"Albion, Sunshine, Sunshine North, Sunshine West"
2564,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Bernadette's School,Primary,144.83528,-37.77116,"Albion, Sunshine, Sunshine North, Sunshine West"
2565,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,Marian College,Secondary,144.80613,-37.78773,"Albion, Sunshine, Sunshine North, Sunshine West"
2566,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Peter's School,Primary,144.81962,-37.80028,"Albion, Sunshine, Sunshine North, Sunshine West"
2567,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Independent,Sunshine Christian School,Primary,144.83586,-37.7684,"Albion, Sunshine, Sunshine North, Sunshine West"
2568,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Primary School,Primary,144.8311,-37.79088,"Albion, Sunshine, Sunshine North, Sunshine West"
2569,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Albion Primary School,Primary,144.81975,-37.77808,"Albion, Sunshine, Sunshine North, Sunshine West"
2570,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Heights Primary School,Primary,144.81816,-37.79222,"Albion, Sunshine, Sunshine North, Sunshine West"
2571,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine North Primary School,Primary,144.83719,-37.77201,"Albion, Sunshine, Sunshine North, Sunshine West"
2572,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Albion North Primary School,Primary,144.82304,-37.76212,"Albion, Sunshine, Sunshine North, Sunshine West"
2573,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Glengala Primary School,Primary,144.81407,-37.79899,"Albion, Sunshine, Sunshine North, Sunshine West"
2574,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Ardeer South Primary School,Primary,144.799,-37.7884,"Albion, Sunshine, Sunshine North, Sunshine West"
2575,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Furlong Park School For Deaf Children,Special,144.8271,-37.76144,"Albion, Sunshine, Sunshine North, Sunshine West"
2576,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Special Developmental School,Special,144.81989,-37.80343,"Albion, Sunshine, Sunshine North, Sunshine West"
2577,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Harvester Primary School,Primary,144.84569,-37.78293,"Albion, Sunshine, Sunshine North, Sunshine West"
2578,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine College,Secondary,144.81382,-37.79316,"Albion, Sunshine, Sunshine North, Sunshine West"
2579,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,Our Lady of the Immaculate Conception School,Primary,144.83556,-37.78945,"Albion, Sunshine, Sunshine North, Sunshine West"
2580,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Theresa's School,Primary,144.8202,-37.78219,"Albion, Sunshine, Sunshine North, Sunshine West"
2581,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Paul's School,Primary,144.80752,-37.78753,"Albion, Sunshine, Sunshine North, Sunshine West"
2582,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Bernadette's School,Primary,144.83528,-37.77116,"Albion, Sunshine, Sunshine North, Sunshine West"
2583,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,Marian College,Secondary,144.80613,-37.78773,"Albion, Sunshine, Sunshine North, Sunshine West"
2584,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Peter's School,Primary,144.81962,-37.80028,"Albion, Sunshine, Sunshine North, Sunshine West"
2585,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Independent,Sunshine Christian School,Primary,144.83586,-37.7684,"Albion, Sunshine, Sunshine North, Sunshine West"
2586,Western municipalities and their suburbs,City of Brimbank,Mid,3022,Government,Ardeer Primary School,Primary,144.80049,-37.78107,Ardeer
2587,Western municipalities and their suburbs,City of Brimbank,Mid,3022,Catholic,Mother of God School,Primary,144.80081,-37.77941,Ardeer
2588,Western municipalities and their suburbs,City of Brimbank,Mid,3012,Government,Footscray West Primary School,Primary,144.87527,-37.79487,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2589,Western municipalities and their suburbs,City of Brimbank,Mid,3012,Catholic,Corpus Christi School,Primary,144.87292,-37.80853,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2590,Western municipalities and their suburbs,City of Brimbank,Mid,3012,Catholic,Annunciation School,Primary,144.84796,-37.82099,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2591,Western municipalities and their suburbs,City of Hobsons Bay,Mid,3012,Government,Footscray West Primary School,Primary,144.87527,-37.79487,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2592,Western municipalities and their suburbs,City of Hobsons Bay,Mid,3012,Catholic,Corpus Christi School,Primary,144.87292,-37.80853,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2593,Western municipalities and their suburbs,City of Hobsons Bay,Mid,3012,Catholic,Annunciation School,Primary,144.84796,-37.82099,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2594,Western municipalities and their suburbs,City of Maribyrnong,Mid,3012,Government,Footscray West Primary School,Primary,144.87527,-37.79487,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2595,Western municipalities and their suburbs,City of Maribyrnong,Mid,3012,Catholic,Corpus Christi School,Primary,144.87292,-37.80853,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2596,Western municipalities and their suburbs,City of Maribyrnong,Mid,3012,Catholic,Annunciation School,Primary,144.84796,-37.82099,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2597,Western municipalities and their suburbs,City of Maribyrnong,Mid,3012,Government,Footscray West Primary School,Primary,144.87527,-37.79487,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2598,Western municipalities and their suburbs,City of Maribyrnong,Mid,3012,Catholic,Corpus Christi School,Primary,144.87292,-37.80853,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2599,Western municipalities and their suburbs,City of Maribyrnong,Mid,3012,Catholic,Annunciation School,Primary,144.84796,-37.82099,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2600,Western municipalities and their suburbs,City of Maribyrnong,Mid,3012,Government,Footscray West Primary School,Primary,144.87527,-37.79487,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2601,Western municipalities and their suburbs,City of Maribyrnong,Mid,3012,Catholic,Corpus Christi School,Primary,144.87292,-37.80853,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2602,Western municipalities and their suburbs,City of Maribyrnong,Mid,3012,Catholic,Annunciation School,Primary,144.84796,-37.82099,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
2603,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Cairnlea Park Primary School,Primary,144.788,-37.75885,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2604,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Deer Park West Primary School,Primary,144.76444,-37.772,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2605,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Deer Park North Primary School,Primary,144.77403,-37.75614,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2606,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Kororoit Creek Primary School,Primary,144.75458,-37.73503,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2607,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Burnside Primary School,Primary,144.75289,-37.74566,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2608,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Victoria University Secondary College,Secondary,144.7949,-37.75552,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2609,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Brookside P-9 College,Pri/Sec,144.73722,-37.74634,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2610,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Creekside K-9 College,Pri/Sec,144.73804,-37.73445,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2611,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Lakeview Senior College,Secondary,144.74028,-37.73102,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2612,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Springside Primary School,Primary,144.73867,-37.71118,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2613,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Catholic,St Peter Chanel School,Primary,144.76927,-37.76853,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2614,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Catholic,Christ the Priest Catholic Primary School,Primary,144.73744,-37.74772,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2615,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Catholic,Catholic Regional College Caroline Springs,Secondary,144.7396,-37.72888,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2616,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Catholic,St George Preca School,Primary,144.73671,-37.71349,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2617,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Independent,Southern Cross Grammar,Pri/Sec,144.7396,-37.71396,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2618,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Cairnlea Park Primary School,Primary,144.788,-37.75885,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2619,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Deer Park West Primary School,Primary,144.76444,-37.772,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
2620,Western municipalities and their suburbs,City of Brimbank,Mid,3023,Government,Deer Park North Primary School,Primary,144.77403,-37.75614,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
